DATE_REPORTED,KPI_GROUP1,OVERALL_TESTED_TST,TOTAL_RESIDENTS_TESTED_TST,TOTAL_POSITIVES_TST,NO_DEATH_TST,NO_RECOVERED_TST,KPI_GROUP2,TOTAL_ICU_BEDS_HOS,ICU_BEDS_AVAILABLE_HOS,TOTAL_VENTILATORS_HOS,VENTILATORS_IN_USE_HOS,VENTILATORS_AVAILABLE_HOS,TOTAL_COVID19_PATIS_DCHOS_HOS,TOTAL_COVID19_PATIENTS_ICU_HOS,TOTAL_COVID19_NON_DCHOS_HOS,KPI_GROUP3,TOTAL_POSITIVE_FEMS,TOTAL_POSITIVE_OUT_FEMS,PERSON_RETRND_TO_WORK_FEMS,PERSON_QUARANTINE_FEMS,OUT_POSITIVE_QUARANTINE_FEMS,RETURND_TO_WORK_FEMS,KPI_GROUP4,TOTAL_POSITIVE_PSMPD,TOTAL_POSITIVE_OUT_PSMPD,RECOVRD_RETURND_TO_WORK_PSMPD,PERSON_QUARANTINE_PSMPD,OUT_POSITIVE_QUARANTINE_PSMPD,RETURND_TO_WORK_PSMPD,LIVE_LOST_MPD,KPI_GROUP5,TOTAL_POSITIVE_PSDP,TOTAL_POSITIVE_OUT_PSDP,RECOVRD_RETURND_TO_WORK_PSDP,PERSON_QUARANTINE_PSDP,OUT_POSITIVE_QUARANTINE_PSDP,RETURND_TO_WORK_PSDP,LIVE_LOST_PERSONNEL_PSDP,KPI_GROUP6,TOTAL_POSITIVE_PSDR,TOTAL_POSITIVE_ISO_PSDR,RECOVRD_RES_PSDR,RES_QUARANTINE_PSDR,OUT_POSITIVE_QUARANTINE_PSDR,RETURND_TO_GP_PSDR,LIVE_LOST_RES_PSDR,KPI_GROUP7,TOTAL_POSITIVE_PSDYP,TOTAL_POSITIVE_OUT_PSDYP,RETURND_TO_WORK_PSDYP,PERSON_QUARANTINE_PSDYP,OUT_POSITIVE_QUARANTINE_PSDYP,RETURND_PER_TO_WORK_PSDYP,LIVE_LOST_PERSONNEL_PSDYP,KPI_GROUP8,TOTAL_POSITIVE_PSDYR,TOTAL_POSITIVE_OUT_PSDYR,RECOVRD_RES_PSDYR,RES_QUARANTINE_PSDYR,OUT_POSITIVE_QUARANTINE_PSDYR,NO_LONGER_ISO_QUAR_PSDYR,RETURND_TO_GP_PSDYR,KPI_GROUP9,TOTAL_POSITIVE_PSOUCP,TOTAL_POSITIVE_OUT_PSOUCP,RETURND_TO_WORK_PSOUCP,PERSON_QUARANTINE_PSOUCP,OUT_POSITIVE_QUARANTINE_PSOUCP,RETURND_PER_TO_WORK_PSOUCP,KPI_GROUP10,TOTAL_REMOTE_QTRN_SHELTER_DHS,TOTAL_REMOTE_QRTN_DHS,REMOTE_QUARN_SHELTER_DHS,LIVE_LOST_DHS,KPI_GROUP11,TOTAL_POSITIVE_SEHP,PERSON_QUARANTINE_SEHP,POSITIVE_OUT_QUARN_SEHP,RETURND_TO_WORK_SEHP,LIVE_LOST_SEHP,KPI_GROUP12,IIC_QRNT_ISLTD_POSITIVE_SEHI,IIC_QRNT_ISLTD_EXPO_SYM_SEHI,TOTAL_IIC_ISLD_QTRN_SEHI,TOTAL_RES_NOT_ISLTD_QRTN_SEHI,LIVE_LOST_SEHI,KPI_GROUP13,DDA_POSITIVE_HSDDS,DDA_RECOVERED_HSDDS,DDA_LIVE_LOST_HSDDS,KPI_GROUP14,TOTAL_POSITIVE_CFSA,PERSON_QUARANTINE_CFSA,RETURND_TO_WORK_CFSA,LIVE_LOST_CFSA,KPI_GROUP15,TOTAL_POSITIVE_DMVP,TOTAL_POSITIVE_OUT_DMVP,RECOVERED_RETURNED_WRK_DMVP,TOTAL_QUARN_DMVP,POSITIVE_OUT_QUARN_DMVP,RETURNED_TO_WORK_DMVP,LIVE_LOST_DMVP,KPI_GROUP16,TOTAL_POSITIVE_CONF_DCPSPWIP,TOTAL_RPRTD_PENDCONF_DCPSPWIP,TOTAL_CURR_QUARN_DCPSPWIP,KPI_GROUP17,TOTAL_POSITIVE_CONF_DCPSSPIPA,TOTAL_RPRTD_PENDCONF_DCPSSPIPA,TOTAL_CURR_QUARN_DCPSSPIPA,OBJECTID
2020/07/24 04:00:00+00,Testing,169009,119013,11717,581,9603,Hospitals,345,79,440,180,260,95,28,1988,Public Safety - FEMS,124,8,116,75,83,1765,Public Safety - MPD,187,40,146,105,145,1479,1,Public Safety - DOC - Personnel,90,4,85,5,9,296,1,Public Safety - DOC -Residents,208,1,200,60,61,1227,1,Public Safety - DYRS - Personnel,36,1,34,1,2,181,1,Public Safety - DYRS -Residents,14,1,13,65,66,0,0,Public Safety - OUC -Personnel,12,3,9,6,9,51,Human Services - DHS,331,77,76,21,Saint Elizabeths Hospital (SEH-Personnel) ,130,5,13,270,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,191,62,14,Human Services - DDS,223,140,29,Human Services - CFSA,14,11,55,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,140
2020/07/25 04:00:00+00,Testing,171598,120259,11780,581,9607,Hospitals,345,86,440,171,269,85,22,1881,Public Safety - FEMS,124,8,116,75,83,1765,Public Safety - MPD,190,43,146,98,141,1485,1,Public Safety - DOC - Personnel,90,4,85,5,9,296,1,Public Safety - DOC -Residents,208,1,200,70,71,1224,1,Public Safety - DYRS - Personnel,35,1,33,0,1,180,1,Public Safety - DYRS -Residents,14,1,13,65,66,0,0,Public Safety - OUC -Personnel,12,3,9,7,10,51,Human Services - DHS,331,76,73,21,Saint Elizabeths Hospital (SEH-Personnel) ,130,5,13,270,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,191,62,14,Human Services - DDS,223,140,29,Human Services - CFSA,14,11,55,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,141
2020/07/26 04:00:00+00,Testing,174148,121676,11858,582,9639,Hospitals,345,72,440,177,263,102,20,1814,Public Safety - FEMS,127,11,116,87,98,1768,Public Safety - MPD,191,44,146,95,139,1485,1,Public Safety - DOC - Personnel,90,4,85,5,9,296,1,Public Safety - DOC -Residents,209,2,200,75,77,1228,1,Public Safety - DYRS - Personnel,36,1,34,0,1,181,1,Public Safety - DYRS -Residents,14,1,13,65,66,0,0,Public Safety - OUC -Personnel,12,3,9,7,10,51,Human Services - DHS,331,73,72,21,Saint Elizabeths Hospital (SEH-Personnel) ,130,5,13,270,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,191,62,14,Human Services - DDS,223,140,29,Human Services - CFSA,14,11,55,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,142
2020/07/27 04:00:00+00,Testing,178022,124027,11945,583,9664,Hospitals,345,87,440,171,269,106,20,1844,Public Safety - FEMS,127,12,115,85,97,1768,Public Safety - MPD,196,48,147,75,123,1515,1,Public Safety - DOC - Personnel,90,4,85,4,8,296,1,Public Safety - DOC -Residents,209,2,200,75,77,1228,1,Public Safety - DYRS - Personnel,36,1,34,0,1,181,1,Public Safety - DYRS -Residents,14,1,13,69,70,0,0,Public Safety - OUC -Personnel,12,3,9,7,10,49,Human Services - DHS,332,67,67,21,Saint Elizabeths Hospital (SEH-Personnel) ,132,6,16,270,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,191,62,14,Human Services - DDS,224,140,29,Human Services - CFSA,14,11,55,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,143
2020/07/28 04:00:00+00,Testing,180049,125267,11999,584,9723,Hospitals,345,93,440,164,276,83,17,1885,Public Safety - FEMS,127,12,115,85,97,1769,Public Safety - MPD,197,49,147,80,129,1523,1,Public Safety - DOC - Personnel,90,4,85,5,9,296,1,Public Safety - DOC -Residents,209,1,201,68,69,1233,1,Public Safety - DYRS - Personnel,37,3,34,0,3,179,1,Public Safety - DYRS -Residents,14,1,13,68,69,0,0,Public Safety - OUC -Personnel,12,3,9,9,12,49,Human Services - DHS,332,67,67,21,Saint Elizabeths Hospital (SEH-Personnel) ,133,6,16,270,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,191,62,14,Human Services - DDS,225,140,29,Human Services - CFSA,14,11,55,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,144
2020/07/29 04:00:00+00,Testing,182990,126874,12057,584,9777,Hospitals,345,88,440,177,263,87,17,1947,Public Safety - FEMS,128,12,116,85,97,1799,Public Safety - MPD,199,47,151,88,135,1527,1,Public Safety - DOC - Personnel,90,4,85,5,9,296,1,Public Safety - DOC -Residents,209,1,201,68,69,1235,1,Public Safety - DYRS - Personnel,37,3,33,0,3,178,1,Public Safety - DYRS -Residents,14,1,13,68,69,0,0,Public Safety - OUC -Personnel,12,3,9,10,13,49,Human Services - DHS,335,82,80,21,Saint Elizabeths Hospital (SEH-Personnel) ,132,6,16,270,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,194,62,14,Human Services - DDS,225,140,29,Human Services - CFSA,14,11,55,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,145
2020/07/30 04:00:00+00,Testing,188741,129554,12126,585,9816,Hospitals,345,82,440,182,258,86,17,1967,Public Safety - FEMS,128,12,116,99,111,1799,Public Safety - MPD,200,46,153,83,129,1537,1,Public Safety - DOC - Personnel,90,4,85,5,9,296,1,Public Safety - DOC -Residents,209,1,201,68,69,1238,1,Public Safety - DYRS - Personnel,37,3,33,0,3,180,1,Public Safety - DYRS -Residents,14,1,13,68,69,0,0,Public Safety - OUC -Personnel,12,3,9,10,13,49,Human Services - DHS,335,79,73,21,Saint Elizabeths Hospital (SEH-Personnel) ,133,7,17,270,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,194,62,14,Human Services - DDS,227,140,29,Human Services - CFSA,14,11,55,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,146
2020/07/31 04:00:00+00,Testing,193781,132031,12205,585,9816,Hospitals,345,75,440,172,268,100,26,1961,Public Safety - FEMS,128,12,116,96,108,1800,Public Safety - MPD,200,42,157,83,125,1552,1,Public Safety - DOC - Personnel,91,5,85,5,10,296,1,Public Safety - DOC -Residents,209,1,201,65,66,1246,1,Public Safety - DYRS - Personnel,37,3,33,0,3,180,1,Public Safety - DYRS -Residents,15,2,13,68,69,0,0,Public Safety - OUC -Personnel,12,3,9,10,13,49,Human Services - DHS,335,75,73,21,Saint Elizabeths Hospital (SEH-Personnel) ,133,7,17,270,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,229,140,30,Human Services - CFSA,14,11,55,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,147
2020/08/01 04:00:00+00,Testing,197192,133808,12274,586,9870,Hospitals,345,75,440,169,271,102,24,1862,Public Safety - FEMS,128,12,116,91,103,1803,Public Safety - MPD,201,43,157,82,125,1553,1,Public Safety - DOC - Personnel,91,5,85,5,10,296,1,Public Safety - DOC -Residents,209,1,201,67,68,1241,1,Public Safety - DYRS - Personnel,37,3,33,0,3,180,1,Public Safety - DYRS -Residents,15,2,13,69,71,0,0,Public Safety - OUC -Personnel,12,3,9,11,14,49,Human Services - DHS,335,77,73,21,Saint Elizabeths Hospital (SEH-Personnel) ,133,7,17,270,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,229,140,30,Human Services - CFSA,14,11,55,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,148
2020/08/02 04:00:00+00,Testing,198815,134793,12313,586,9893,Hospitals,345,99,440,155,285,104,24,1803,Public Safety - FEMS,128,12,116,99,111,1803,Public Safety - MPD,201,43,157,82,125,1553,1,Public Safety - DOC - Personnel,91,5,85,5,10,296,1,Public Safety - DOC -Residents,209,1,201,70,71,1243,1,Public Safety - DYRS - Personnel,37,3,33,0,3,180,1,Public Safety - DYRS -Residents,15,2,13,69,71,0,0,Public Safety - OUC -Personnel,12,3,9,11,14,49,Human Services - DHS,335,72,72,21,Saint Elizabeths Hospital (SEH-Personnel) ,133,7,17,270,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,230,140,30,Human Services - CFSA,14,11,55,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,149
2020/08/03 04:00:00+00,Testing,200127,135741,12398,587,9959,Hospitals,345,102,440,157,283,100,17,1818,Public Safety - FEMS,129,12,117,68,80,1834,Public Safety - MPD,202,42,158,89,131,1576,1,Public Safety - DOC - Personnel,92,4,87,0,4,303,1,Public Safety - DOC -Residents,210,2,203,68,70,1244,1,Public Safety - DYRS - Personnel,37,3,33,0,3,180,1,Public Safety - DYRS -Residents,15,2,13,69,71,0,0,Public Safety - OUC -Personnel,12,3,9,11,13,50,Human Services - DHS,335,86,84,21,Saint Elizabeths Hospital (SEH-Personnel) ,133,7,17,270,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,232,140,31,Human Services - CFSA,17,17,59,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,150
2020/08/04 04:00:00+00,Testing,202825,137246,12443,587,10015,Hospitals,345,99,440,170,270,97,21,1936,Public Safety - FEMS,130,13,117,70,83,1836,Public Safety - MPD,202,42,159,89,131,1580,1,Public Safety - DOC - Personnel,92,4,87,0,4,303,1,Public Safety - DOC -Residents,211,2,201,63,65,1250,1,Public Safety - DYRS - Personnel,37,3,33,0,3,180,1,Public Safety - DYRS -Residents,15,2,13,73,75,0,0,Public Safety - OUC -Personnel,12,2,10,11,13,50,Human Services - DHS,335,81,81,21,Saint Elizabeths Hospital (SEH-Personnel) ,133,8,17,271,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,232,140,31,Human Services - CFSA,17,17,59,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,151
2020/08/05 04:00:00+00,Testing,205983,138843,12518,587,10094,Hospitals,345,102,440,182,258,98,23,1917,Public Safety - FEMS,130,13,117,69,82,1838,Public Safety - MPD,202,37,164,84,121,1601,1,Public Safety - DOC - Personnel,92,4,87,0,4,303,1,Public Safety - DOC -Residents,211,2,201,64,66,1250,1,Public Safety - DYRS - Personnel,37,3,33,0,3,180,1,Public Safety - DYRS -Residents,15,2,13,73,75,0,0,Public Safety - OUC -Personnel,12,2,10,8,10,53,Human Services - DHS,335,81,80,21,Saint Elizabeths Hospital (SEH-Personnel) ,134,6,16,273,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,232,140,31,Human Services - CFSA,17,17,59,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,152
2020/08/06 04:00:00+00,Testing,208725,140407,12589,589,10118,Hospitals,345,102,440,126,314,90,18,1995,Public Safety - FEMS,131,12,119,58,70,1882,Public Safety - MPD,207,40,166,84,124,1599,1,Public Safety - DOC - Personnel,92,0,91,1,1,307,1,Public Safety - DOC -Residents,211,2,201,64,66,1237,1,Public Safety - DYRS - Personnel,37,3,33,0,3,181,1,Public Safety - DYRS -Residents,15,2,13,74,76,0,0,Public Safety - OUC -Personnel,12,2,10,7,9,54,Human Services - DHS,335,89,84,21,Saint Elizabeths Hospital (SEH-Personnel) ,134,6,16,237,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,235,140,31,Human Services - CFSA,17,17,59,1,DMV Personnel,7,2,3,4,5,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,153
2020/08/07 04:00:00+00,Testing,213334,142528,12653,590,10124,Hospitals,345,72,440,180,260,80,17,1949,Public Safety - FEMS,131,12,119,59,71,1882,Public Safety - MPD,207,40,166,82,122,1618,1,Public Safety - DOC - Personnel,92,0,91,1,1,307,1,Public Safety - DOC -Residents,211,2,201,69,71,1230,1,Public Safety - DYRS - Personnel,39,5,33,0,0,181,1,Public Safety - DYRS -Residents,15,2,13,76,78,0,0,Public Safety - OUC -Personnel,12,2,10,12,14,54,Human Services - DHS,335,88,86,21,Saint Elizabeths Hospital (SEH-Personnel) ,134,6,16,237,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,235,140,32,Human Services - CFSA,17,17,59,1,DMV Personnel,7,2,3,4,5,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,154
2020/08/08 04:00:00+00,Testing,217942,145534,12753,591,10156,Hospitals,345,85,440,171,269,77,17,1893,Public Safety - FEMS,131,11,120,55,66,1885,Public Safety - MPD,207,39,167,82,121,1619,1,Public Safety - DOC - Personnel,92,0,91,1,1,307,1,Public Safety - DOC -Residents,211,2,201,80,82,1229,1,Public Safety - DYRS - Personnel,39,5,33,0,5,181,1,Public Safety - DYRS -Residents,15,2,13,76,78,0,0,Public Safety - OUC -Personnel,12,2,10,12,14,54,Human Services - DHS,335,90,85,21,Saint Elizabeths Hospital (SEH-Personnel) ,134,6,16,237,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,235,140,32,Human Services - CFSA,17,17,59,1,DMV Personnel,7,2,3,4,5,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,155
2020/08/09 04:00:00+00,Testing,220391,146477,12807,591,10188,Hospitals,345,88,440,179,261,75,21,1822,Public Safety - FEMS,131,9,122,58,67,1885,Public Safety - MPD,210,42,167,79,121,1619,1,Public Safety - DOC - Personnel,92,0,91,1,1,307,1,Public Safety - DOC -Residents,211,2,201,58,60,1256,1,Public Safety - DYRS - Personnel,39,5,33,0,5,181,1,Public Safety - DYRS -Residents,15,2,13,76,78,0,0,Public Safety - OUC -Personnel,12,2,10,12,14,54,Human Services - DHS,335,89,84,21,Saint Elizabeths Hospital (SEH-Personnel) ,134,6,16,237,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,236,140,32,Human Services - CFSA,17,17,59,1,DMV Personnel,7,2,3,4,5,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,156
2020/08/10 04:00:00+00,Testing,224749,148729,12896,593,10232,Hospitals,345,73,440,178,262,83,21,1867,Public Safety - FEMS,131,9,122,71,80,1901,Public Safety - MPD,213,42,170,81,123,1625,1,Public Safety - DOC - Personnel,93,1,91,1,2,307,1,Public Safety - DOC -Residents,211,2,201,58,60,1256,1,Public Safety - DYRS - Personnel,35,2,32,2,4,172,1,Public Safety - DYRS -Residents,16,3,13,73,76,0,0,Public Safety - OUC -Personnel,12,2,10,12,14,54,Human Services - DHS,335,91,84,21,Saint Elizabeths Hospital (SEH-Personnel) ,134,6,16,237,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,236,140,32,Human Services - CFSA,17,17,59,1,DMV Personnel,7,2,3,4,5,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,157
2020/08/11 04:00:00+00,Testing,226741,149644,12959,593,10300,Hospitals,345,73,440,167,273,85,25,1949,Public Safety - FEMS,131,9,122,71,80,1901,Public Safety - MPD,224,51,172,77,128,1630,1,Public Safety - DOC - Personnel,94,2,91,1,3,307,1,Public Safety - DOC -Residents,211,1,201,62,63,1255,1,Public Safety - DYRS - Personnel,39,5,33,0,5,185,1,Public Safety - DYRS -Residents,16,3,13,76,79,0,0,Public Safety - OUC -Personnel,13,2,11,12,14,55,Human Services - DHS,337,86,78,21,Saint Elizabeths Hospital (SEH-Personnel) ,137,3,15,275,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,237,140,32,Human Services - CFSA,17,17,59,1,DMV Personnel,7,2,3,4,5,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,158
2020/08/12 04:00:00+00,Testing,229649,151074,13024,594,10361,Hospitals,345,74,440,171,269,83,24,1996,Public Safety - FEMS,132,9,123,63,72,1912,Public Safety - MPD,224,48,174,74,122,1639,1,Public Safety - DOC - Personnel,94,2,91,1,3,307,1,Public Safety - DOC -Residents,212,1,203,73,74,1249,1,Public Safety - DYRS - Personnel,39,5,33,0,0,182,1,Public Safety - DYRS -Residents,16,3,13,73,76,0,0,Public Safety - OUC -Personnel,13,2,11,16,18,56,Human Services - DHS,337,84,77,21,Saint Elizabeths Hospital (SEH-Personnel) ,135,3,12,278,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,192,62,14,Human Services - DDS,239,140,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,2,4,5,2,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,159
2020/08/13 04:00:00+00,Testing,236305,154323,13118,594,10416,Hospitals,345,62,440,168,272,84,22,2021,Public Safety - FEMS,132,8,123,65,86,1912,Public Safety - MPD,228,49,178,65,114,1653,1,Public Safety - DOC - Personnel,94,2,91,1,4,307,1,Public Safety - DOC -Residents,212,1,203,72,73,1251,1,Public Safety - DYRS - Personnel,39,2,36,0,2,190,1,Public Safety - DYRS -Residents,16,2,14,76,78,0,0,Public Safety - OUC -Personnel,13,2,11,16,18,56,Human Services - DHS,337,70,70,21,Saint Elizabeths Hospital (SEH-Personnel) ,136,5,14,277,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,191,62,14,Human Services - DDS,239,140,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,2,4,5,2,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,160
2020/08/14 04:00:00+00,Testing,239216,155182,13159,597,10452,Hospitals,345,63,440,172,268,81,28,1984,Public Safety - FEMS,132,8,124,79,87,1927,Public Safety - MPD,228,46,181,60,106,1663,1,Public Safety - DOC - Personnel,96,4,91,0,4,308,1,Public Safety - DOC -Residents,212,1,203,87,88,1249,1,Public Safety - DYRS - Personnel,39,2,36,0,2,190,1,Public Safety - DYRS -Residents,16,2,14,77,79,0,0,Public Safety - OUC -Personnel,14,3,11,16,19,57,Human Services - DHS,337,70,70,21,Saint Elizabeths Hospital (SEH-Personnel) ,136,5,14,277,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,194,62,14,Human Services - DDS,239,140,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,2,4,5,2,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,161
2020/08/15 04:00:00+00,Testing,242852,156592,13220,597,10493,Hospitals,345,60,440,174,266,79,28,1867,Public Safety - FEMS,132,8,124,82,90,1930,Public Safety - MPD,228,47,180,54,101,1669,1,Public Safety - DOC - Personnel,96,4,91,0,4,308,1,Public Safety - DOC -Residents,212,1,203,74,75,1264,1,Public Safety - DYRS - Personnel,39,2,36,0,2,190,1,Public Safety - DYRS -Residents,16,2,14,77,79,0,0,Public Safety - OUC -Personnel,14,3,11,15,19,57,Human Services - DHS,337,72,71,21,Saint Elizabeths Hospital (SEH-Personnel) ,136,5,14,277,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,194,62,14,Human Services - DDS,239,154,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,2,4,5,2,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,162
2020/08/16 04:00:00+00,Testing,245655,158319,13273,597,10521,Hospitals,345,59,440,162,277,82,30,1843,Public Safety - FEMS,132,8,124,82,90,1930,Public Safety - MPD,230,49,180,52,101,1669,1,Public Safety - DOC - Personnel,96,4,91,0,4,308,1,Public Safety - DOC -Residents,212,1,203,81,82,1264,1,Public Safety - DYRS - Personnel,39,2,36,0,2,190,1,Public Safety - DYRS -Residents,16,2,14,77,79,0,0,Public Safety - OUC -Personnel,14,3,11,14,17,59,Human Services - DHS,337,73,72,21,Saint Elizabeths Hospital (SEH-Personnel) ,136,5,14,277,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,194,62,14,Human Services - DDS,241,161,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,2,4,5,2,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,163
2020/08/17 04:00:00+00,Testing,249478,159943,13325,599,10595,Hospitals,345,81,440,161,279,79,27,1879,Public Safety - FEMS,133,9,124,95,104,1931,Public Safety - MPD,230,46,183,57,103,1676,1,Public Safety - DOC - Personnel,97,5,91,0,5,308,1,Public Safety - DOC -Residents,213,2,203,81,83,1263,1,Public Safety - DYRS - Personnel,39,2,36,0,2,190,1,Public Safety - DYRS -Residents,16,2,14,81,83,0,0,Public Safety - OUC -Personnel,14,3,11,14,17,59,Human Services - DHS,338,64,63,21,Saint Elizabeths Hospital (SEH-Personnel) ,1337,5,15,277,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,194,62,14,Human Services - DDS,241,161,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,2,4,5,2,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,164
2020/08/18 04:00:00+00,Testing,251659,160545,13354,600,10596,Hospitals,345,76,440,148,292,84,30,1886,Public Safety - FEMS,135,11,124,92,103,1948,Public Safety - MPD,230,46,183,56,103,1707,1,Public Safety - DOC - Personnel,97,5,91,5,10,308,1,Public Safety - DOC -Residents,213,2,203,70,72,1273,1,Public Safety - DYRS - Personnel,39,1,36,0,1,194,1,Public Safety - DYRS -Residents,16,1,15,79,80,0,,Public Safety - OUC -Personnel,14,3,11,13,16,60,Human Services - DHS,338,63,62,21,Saint Elizabeths Hospital (SEH-Personnel) ,137,5,15,277,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,194,62,14,Human Services - DDS,241,168,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,2,4,5,2,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,165
2020/08/19 04:00:00+00,Testing,253985,162158,13409,601,10720,Hospitals,345,62,440,154,286,78,26,1930,Public Safety - FEMS,135,11,124,89,100,1956,Public Safety - MPD,231,45,185,57,102,1714,1,Public Safety - DOC - Personnel,97,5,91,5,10,308,1,Public Safety - DOC -Residents,213,2,203,75,77,1269,1,Public Safety - DYRS - Personnel,39,1,37,0,1,193,1,Public Safety - DYRS -Residents,16,1,15,78,79,0,0,Public Safety - OUC -Personnel,14,3,11,13,16,60,Human Services - DHS,338,55,54,21,Saint Elizabeths Hospital (SEH-Personnel) ,137,5,13,279,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),82,0,194,62,14,Human Services - DDS,241,168,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,2,4,2,2,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,166
